76014,21:06:54,21,6,54,76014,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76015,21:06:55,21,6,55,76015,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76016,21:06:56,21,6,56,76016,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76017,21:06:57,21,6,57,76017,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76018,21:06:58,21,6,58,76018,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76019,21:06:59,21,6,59,76019,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76020,21:07:00,21,7,0,76020,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76021,21:07:01,21,7,1,76021,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76022,21:07:02,21,7,2,76022,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76023,21:07:03,21,7,3,76023,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76024,21:07:04,21,7,4,76024,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76025,21:07:05,21,7,5,76025,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76026,21:07:06,21,7,6,76026,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76027,21:07:07,21,7,7,76027,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76028,21:07:08,21,7,8,76028,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76029,21:07:09,21,7,9,76029,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76030,21:07:10,21,7,10,76030,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76031,21:07:11,21,7,11,76031,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76032,21:07:12,21,7,12,76032,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76033,21:07:13,21,7,13,76033,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76034,21:07:14,21,7,14,76034,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76035,21:07:15,21,7,15,76035,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76036,21:07:16,21,7,16,76036,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
76037,21:07:17,21,7,17,76037,21:00-21:59,7,Evening (18:00 PM To 23:59 PM)
