20050504,2005-05-04 00:00:00.000,05/04/2005,4,4th,Wednesday,4,1,18,5,124,1,5,19,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050505,2005-05-05 00:00:00.000,05/05/2005,5,5th,Thursday,5,1,18,5,125,1,5,19,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050506,2005-05-06 00:00:00.000,05/06/2005,6,6th,Friday,6,1,18,6,126,1,6,19,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050507,2005-05-07 00:00:00.000,05/07/2005,7,7th,Saturday,7,1,19,6,127,1,6,19,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050508,2005-05-08 00:00:00.000,05/08/2005,8,8th,Sunday,1,2,19,6,128,2,6,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050509,2005-05-09 00:00:00.000,05/09/2005,9,9th,Monday,2,2,19,6,129,2,6,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050510,2005-05-10 00:00:00.000,05/10/2005,10,10th,Tuesday,3,2,19,6,130,2,6,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050511,2005-05-11 00:00:00.000,05/11/2005,11,11th,Wednesday,4,2,19,6,131,2,6,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050512,2005-05-12 00:00:00.000,05/12/2005,12,12th,Thursday,5,2,19,6,132,2,6,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050513,2005-05-13 00:00:00.000,05/13/2005,13,13th,Friday,6,2,19,7,133,2,7,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050514,2005-05-14 00:00:00.000,05/14/2005,14,14th,Saturday,7,2,20,7,134,2,7,20,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050515,2005-05-15 00:00:00.000,05/15/2005,15,15th,Sunday,1,3,20,7,135,3,7,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050516,2005-05-16 00:00:00.000,05/16/2005,16,16th,Monday,2,3,20,7,136,3,7,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050517,2005-05-17 00:00:00.000,05/17/2005,17,17th,Tuesday,3,3,20,7,137,3,7,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050518,2005-05-18 00:00:00.000,05/18/2005,18,18th,Wednesday,4,3,20,7,138,3,7,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050519,2005-05-19 00:00:00.000,05/19/2005,19,19th,Thursday,5,3,20,7,139,3,7,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050520,2005-05-20 00:00:00.000,05/20/2005,20,20th,Friday,6,3,20,8,140,3,8,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050521,2005-05-21 00:00:00.000,05/21/2005,21,21st,Saturday,7,3,21,8,141,3,8,21,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050522,2005-05-22 00:00:00.000,05/22/2005,22,22nd,Sunday,1,4,21,8,142,4,8,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050523,2005-05-23 00:00:00.000,05/23/2005,23,23rd,Monday,2,4,21,8,143,4,8,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050524,2005-05-24 00:00:00.000,05/24/2005,24,24th,Tuesday,3,4,21,8,144,4,8,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050525,2005-05-25 00:00:00.000,05/25/2005,25,25th,Wednesday,4,4,21,8,145,4,8,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050526,2005-05-26 00:00:00.000,05/26/2005,26,26th,Thursday,5,4,21,8,146,4,8,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050527,2005-05-27 00:00:00.000,05/27/2005,27,27th,Friday,6,4,21,9,147,4,9,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050528,2005-05-28 00:00:00.000,05/28/2005,28,28th,Saturday,7,4,22,9,148,4,9,22,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050529,2005-05-29 00:00:00.000,05/29/2005,29,29th,Sunday,1,5,22,9,149,5,9,23,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,0,
20050530,2005-05-30 00:00:00.000,05/30/2005,30,30th,Monday,2,5,22,9,150,5,9,23,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050531,2005-05-31 00:00:00.000,05/31/2005,31,31st,Tuesday,3,5,22,9,151,5,9,23,5,May,2,2,Second,2005,CY 2005,May-2005  ,052005,2005-05-01,2005-05-31,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
20050601,2005-06-01 00:00:00.000,06/01/2005,1,1st,Wednesday,4,1,22,9,152,1,9,23,6,June,3,2,Second,2005,CY 2005,Jun-2005  ,062005,2005-06-01,2005-06-30,2005-04-01,2005-06-30,2005-01-01,2005-12-31,0,1,
