20131001,2013-10-01 00:00:00.000,10/01/2013,1,1st,Tuesday,3,1,40,1,274,1,1,40,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131002,2013-10-02 00:00:00.000,10/02/2013,2,2nd,Wednesday,4,1,40,1,275,1,1,40,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131003,2013-10-03 00:00:00.000,10/03/2013,3,3rd,Thursday,5,1,40,1,276,1,1,40,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131004,2013-10-04 00:00:00.000,10/04/2013,4,4th,Friday,6,1,40,1,277,1,1,40,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131007,2013-10-07 00:00:00.000,10/07/2013,7,7th,Monday,2,1,40,1,280,2,1,41,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131008,2013-10-08 00:00:00.000,10/08/2013,8,8th,Tuesday,3,2,41,2,281,2,2,41,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131009,2013-10-09 00:00:00.000,10/09/2013,9,9th,Wednesday,4,2,41,2,282,2,2,41,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131010,2013-10-10 00:00:00.000,10/10/2013,10,10th,Thursday,5,2,41,2,283,2,2,41,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131011,2013-10-11 00:00:00.000,10/11/2013,11,11th,Friday,6,2,41,2,284,2,2,41,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
20131014,2013-10-14 00:00:00.000,10/14/2013,14,14th,Monday,2,2,41,2,287,3,2,42,10,October,1,4,Fourth,2013,CY 2013,Oct-2013  ,102013,2013-10-01,2013-10-31,2013-10-01,2013-12-31,2013-01-01,2013-12-31,0,1,
