20070828,2007-08-28 00:00:00.000,08/28/2007,28,28th,Tuesday,3,4,35,9,240,5,9,35,8,August,2,3,Third,2007,CY 2007,Aug-2007  ,082007,2007-08-01,2007-08-31,2007-07-01,2007-09-30,2007-01-01,2007-12-31,0,1,
20070829,2007-08-29 00:00:00.000,08/29/2007,29,29th,Wednesday,4,5,35,9,241,5,9,35,8,August,2,3,Third,2007,CY 2007,Aug-2007  ,082007,2007-08-01,2007-08-31,2007-07-01,2007-09-30,2007-01-01,2007-12-31,0,1,
20070830,2007-08-30 00:00:00.000,08/30/2007,30,30th,Thursday,5,5,35,9,242,5,9,35,8,August,2,3,Third,2007,CY 2007,Aug-2007  ,082007,2007-08-01,2007-08-31,2007-07-01,2007-09-30,2007-01-01,2007-12-31,0,1,
20070831,2007-08-31 00:00:00.000,08/31/2007,31,31st,Friday,6,5,35,9,243,5,9,35,8,August,2,3,Third,2007,CY 2007,Aug-2007  ,082007,2007-08-01,2007-08-31,2007-07-01,2007-09-30,2007-01-01,2007-12-31,0,1,
20020214,2002-02-14 00:00:00.000,02/14/2002,14,14th,Thursday,5,2,7,7,45,3,7,7,2,February,2,1,First,2002,CY 2002,Feb-2002  ,022002,2002-02-01,2002-02-28,2002-01-01,2002-03-31,2002-01-01,2002-12-31,1,1,Valentine's Day
20081225,2008-12-25 00:00:00.000,12/25/2008,25,25th,Thursday,5,4,52,13,360,4,13,52,12,December,3,4,Fourth,2008,CY 2008,Dec-2008  ,122008,2008-12-01,2008-12-31,2008-10-01,2008-12-31,2008-01-01,2008-12-31,1,1,Christmas Day
20090101,2009-01-01 00:00:00.000,01/01/2009,1,1st,Thursday,5,1,1,1,1,1,1,1,1,January,1,1,First,2009,CY 2009,Jan-2009  ,012009,2009-01-01,2009-01-31,2009-01-01,2009-03-31,2009-01-01,2009-12-31,1,1,New Year's Day
20090214,2009-02-14 00:00:00.000,02/14/2009,14,14th,Saturday,7,2,7,7,45,2,7,7,2,February,2,1,First,2009,CY 2009,Feb-2009  ,022009,2009-02-01,2009-02-28,2009-01-01,2009-03-31,2009-01-01,2009-12-31,1,0,Valentine's Day
20070704,2007-07-04 00:00:00.000,07/04/2007,4,4th,Wednesday,4,1,27,1,185,1,1,27,7,July,1,3,Third,2007,CY 2007,Jul-2007  ,072007,2007-07-01,2007-07-31,2007-07-01,2007-09-30,2007-01-01,2007-12-31,1,1,Independance Day
20090629,2009-06-29 00:00:00.000,06/29/2009,29,29th,Monday,2,5,26,13,180,5,13,27,6,June,3,2,Second,2009,CY 2009,Jun-2009  ,062009,2009-06-01,2009-06-30,2009-04-01,2009-06-30,2009-01-01,2009-12-31,0,1,
20090630,2009-06-30 00:00:00.000,06/30/2009,30,30th,Tuesday,3,5,26,13,181,5,13,27,6,June,3,2,Second,2009,CY 2009,Jun-2009  ,062009,2009-06-01,2009-06-30,2009-04-01,2009-06-30,2009-01-01,2009-12-31,0,1,
