20001121,2000-11-21 00:00:00.000,11/21/2000,21,21st,Tuesday,3,3,47,8,326,4,8,48,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001122,2000-11-22 00:00:00.000,11/22/2000,22,22nd,Wednesday,4,4,47,8,327,4,8,48,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001123,2000-11-23 00:00:00.000,11/23/2000,23,23rd,Thursday,5,4,47,8,328,4,8,48,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001124,2000-11-24 00:00:00.000,11/24/2000,24,24th,Friday,6,4,47,8,329,4,8,48,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001125,2000-11-25 00:00:00.000,11/25/2000,25,25th,Saturday,7,4,48,8,330,4,8,48,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,0,
20001126,2000-11-26 00:00:00.000,11/26/2000,26,26th,Sunday,1,4,48,9,331,5,9,49,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,0,
20001127,2000-11-27 00:00:00.000,11/27/2000,27,27th,Monday,2,4,48,9,332,5,9,49,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001128,2000-11-28 00:00:00.000,11/28/2000,28,28th,Tuesday,3,4,48,9,333,5,9,49,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001129,2000-11-29 00:00:00.000,11/29/2000,29,29th,Wednesday,4,5,48,9,334,5,9,49,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
20001130,2000-11-30 00:00:00.000,11/30/2000,30,30th,Thursday,5,5,48,9,335,5,9,49,11,November,2,4,Fourth,2000,CY 2000,Nov-2000  ,112000,2000-11-01,2000-11-30,2000-10-01,2000-12-31,2000-01-01,2000-12-31,0,1,
