20001030,94652,0.00000000000000000E+000,5.36000000000000010E+001
20001103,94652,0.00000000000000000E+000,4.63999999999999990E+001
20001104,94652,0.00000000000000000E+000,4.00000000000000000E+001
20001105,94652,0.00000000000000000E+000,4.82000000000000030E+001
20001106,94652,0.00000000000000000E+000,5.38999999999999990E+001
20001109,94652,0.00000000000000000E+000,4.46000000000000010E+001
20001110,94652,0.00000000000000000E+000,5.21000000000000010E+001
20001111,94652,0.00000000000000000E+000,4.85000000000000000E+001
20001113,94652,0.00000000000000000E+000,3.47999999999999970E+001
20001114,94652,0.00000000000000000E+000,4.32000000000000030E+001
20001115,94652,0.00000000000000000E+000,4.88999999999999990E+001
20001119,94652,0.00000000000000000E+000,4.37000000000000030E+001
20001120,94652,0.00000000000000000E+000,3.80000000000000000E+001
20001121,94652,0.00000000000000000E+000,4.32999999999999970E+001
20001124,94652,0.00000000000000000E+000,2.78000000000000010E+001
20001125,94652,0.00000000000000000E+000,2.93999999999999990E+001
20001129,94652,0.00000000000000000E+000,3.42999999999999970E+001
20001130,94652,0.00000000000000000E+000,3.15000000000000000E+001
20001201,94652,0.00000000000000000E+000,4.28999999999999990E+001
20001202,94652,0.00000000000000000E+000,4.30000000000000000E+001
20001203,94652,0.00000000000000000E+000,4.52999999999999970E+001
20001204,94652,0.00000000000000000E+000,4.42999999999999970E+001
20001212,94652,0.00000000000000000E+000,2.63000000000000010E+001
20001213,94652,0.00000000000000000E+000,2.91000000000000010E+001
20001216,94652,0.00000000000000000E+000,2.95000000000000000E+001
20001219,94652,0.00000000000000000E+000,3.83999999999999990E+001
20001220,94652,0.00000000000000000E+000,4.53999999999999990E+001
20001221,94652,0.00000000000000000E+000,5.40000000000000000E+001
20001225,94652,0.00000000000000000E+000,2.48999999999999990E+001
20001226,94652,0.00000000000000000E+000,3.27000000000000030E+001
20001227,94652,0.00000000000000000E+000,3.56000000000000010E+001
20001228,94652,0.00000000000000000E+000,4.43999999999999990E+001
20001231,94652,0.00000000000000000E+000,2.65000000000000000E+001
20080201,94652,0.00000000000000000E+000,2.83000000000000010E+001
20080204,94652,0.00000000000000000E+000,2.71999999999999990E+001
20080206,94652,0.00000000000000000E+000,3.43999999999999990E+001
20080207,94652,0.00000000000000000E+000,2.90000000000000000E+001
20080210,94652,0.00000000000000000E+000,2.70000000000000000E+001
20080215,94652,0.00000000000000000E+000,4.47000000000000030E+001
20080217,94652,0.00000000000000000E+000,2.58999999999999990E+001
20080218,94652,0.00000000000000000E+000,2.71000000000000010E+001
20080221,94652,0.00000000000000000E+000,2.96999999999999990E+001
20080222,94652,0.00000000000000000E+000,3.22999999999999970E+001
20080225,94652,0.00000000000000000E+000,3.81000000000000010E+001
20080301,94652,0.00000000000000000E+000,4.02999999999999970E+001
20080302,94652,0.00000000000000000E+000,3.53999999999999990E+001
20080303,94652,0.00000000000000000E+000,3.47000000000000030E+001
20080304,94652,0.00000000000000000E+000,3.47000000000000030E+001
20080305,94652,0.00000000000000000E+000,4.01000000000000010E+001
20080306,94652,0.00000000000000000E+000,4.02999999999999970E+001
20080310,94652,0.00000000000000000E+000,4.02999999999999970E+001
20080311,94652,0.00000000000000000E+000,4.67000000000000030E+001
20080314,94652,0.00000000000000000E+000,3.52999999999999970E+001
20080315,94652,0.00000000000000000E+000,3.92000000000000030E+001
20080321,94652,0.00000000000000000E+000,3.52000000000000030E+001
20080322,94652,0.00000000000000000E+000,3.52000000000000030E+001
20080323,94652,0.00000000000000000E+000,3.97000000000000030E+001
20080324,94652,0.00000000000000000E+000,3.96000000000000010E+001
20080327,94652,0.00000000000000000E+000,4.45000000000000000E+001
20080328,94652,0.00000000000000000E+000,4.37000000000000030E+001
20080329,94652,0.00000000000000000E+000,4.77999999999999970E+001
20080330,94652,0.00000000000000000E+000,4.87000000000000030E+001
20080402,94652,0.00000000000000000E+000,3.88999999999999990E+001
20080403,94652,0.00000000000000000E+000,4.01000000000000010E+001
20080404,94652,0.00000000000000000E+000,4.20000000000000000E+001
20080405,94652,0.00000000000000000E+000,5.13999999999999990E+001
20080406,94652,0.00000000000000000E+000,4.41000000000000010E+001
20080407,94652,0.00000000000000000E+000,4.67999999999999970E+001
20080408,94652,0.00000000000000000E+000,5.92000000000000030E+001
20080414,94652,0.00000000000000000E+000,5.13999999999999990E+001
20080415,94652,0.00000000000000000E+000,4.98999999999999990E+001
20080416,94652,0.00000000000000000E+000,5.46000000000000010E+001
20080421,94652,0.00000000000000000E+000,4.56000000000000010E+001
20080422,94652,0.00000000000000000E+000,4.78999999999999990E+001
20080423,94652,0.00000000000000000E+000,4.71000000000000010E+001
20080424,94652,0.00000000000000000E+000,5.47999999999999970E+001
20080425,94652,0.00000000000000000E+000,5.66000000000000010E+001
20080426,94652,0.00000000000000000E+000,5.73999999999999990E+001
20080427,94652,0.00000000000000000E+000,5.73999999999999990E+001
20080428,94652,0.00000000000000000E+000,5.90000000000000000E+001
20080501,94652,0.00000000000000000E+000,5.63999999999999990E+001
20080502,94652,0.00000000000000000E+000,5.85000000000000000E+001
20080503,94652,0.00000000000000000E+000,5.71000000000000010E+001
20080504,94652,0.00000000000000000E+000,5.68999999999999990E+001
20080505,94652,0.00000000000000000E+000,5.37999999999999970E+001
20080506,94652,0.00000000000000000E+000,5.72999999999999970E+001
20080507,94652,0.00000000000000000E+000,6.17999999999999970E+001
20080513,94652,0.00000000000000000E+000,5.18999999999999990E+001
20080514,94652,0.00000000000000000E+000,5.27000000000000030E+001
20080516,94652,0.00000000000000000E+000,7.05999999999999940E+001
20080517,94652,0.00000000000000000E+000,6.69000000000000060E+001
20080518,94652,0.00000000000000000E+000,6.10000000000000000E+001
20080521,94652,0.00000000000000000E+000,7.59000000000000060E+001
20080522,94652,0.00000000000000000E+000,6.80999999999999940E+001
20080526,94652,0.00000000000000000E+000,5.77000000000000030E+001
20080527,94652,0.00000000000000000E+000,6.47000000000000030E+001
20080530,94652,0.00000000000000000E+000,8.24000000000000060E+001
20080531,94652,0.00000000000000000E+000,8.35000000000000000E+001
20080601,94652,0.00000000000000000E+000,8.12000000000000030E+001
20080605,94652,0.00000000000000000E+000,6.59000000000000060E+001
20080609,94652,0.00000000000000000E+000,7.22999999999999970E+001
20130323,76710,0.00000000000000000E+000,3.97999999999999970E+001
20130324,76710,0.00000000000000000E+000,3.97000000000000030E+001
20130327,76710,0.00000000000000000E+000,4.45000000000000000E+001
20130328,76710,0.00000000000000000E+000,4.37000000000000030E+001
20130329,76710,0.00000000000000000E+000,4.78999999999999990E+001
20130330,76710,0.00000000000000000E+000,4.87000000000000030E+001
20130402,76710,0.00000000000000000E+000,3.88999999999999990E+001
20130403,76710,0.00000000000000000E+000,4.01000000000000010E+001
20130404,76710,0.00000000000000000E+000,4.21000000000000010E+001
20130405,76710,0.00000000000000000E+000,5.12999999999999970E+001
20130406,76710,0.00000000000000000E+000,4.42000000000000030E+001
20130407,76710,0.00000000000000000E+000,4.67999999999999970E+001
20130408,76710,0.00000000000000000E+000,5.92999999999999970E+001
20130414,76710,0.00000000000000000E+000,5.13999999999999990E+001
20130415,76710,0.00000000000000000E+000,5.00000000000000000E+001
20130416,76710,0.00000000000000000E+000,5.46000000000000010E+001
20130421,76710,0.00000000000000000E+000,4.56000000000000010E+001
20130422,76710,0.00000000000000000E+000,4.81000000000000010E+001
20130423,76710,0.00000000000000000E+000,4.71000000000000010E+001
20130424,76710,0.00000000000000000E+000,5.48999999999999990E+001
20130425,76710,0.00000000000000000E+000,5.67000000000000030E+001
20130426,76710,0.00000000000000000E+000,5.76000000000000010E+001
20130427,76710,0.00000000000000000E+000,5.75000000000000000E+001
20130428,76710,0.00000000000000000E+000,5.92000000000000030E+001
20130501,76710,0.00000000000000000E+000,5.66000000000000010E+001
20130502,76710,0.00000000000000000E+000,5.87000000000000030E+001
20130503,76710,0.00000000000000000E+000,5.72999999999999970E+001
20130504,76710,0.00000000000000000E+000,5.71000000000000010E+001
20130505,76710,0.00000000000000000E+000,5.40000000000000000E+001
20130506,76710,0.00000000000000000E+000,5.73999999999999990E+001
20130507,76710,0.00000000000000000E+000,6.20000000000000000E+001
20130513,76710,0.00000000000000000E+000,5.18999999999999990E+001
20130514,76710,0.00000000000000000E+000,5.27999999999999970E+001
20130516,76710,0.00000000000000000E+000,7.07000000000000030E+001
20130517,76710,0.00000000000000000E+000,6.70000000000000000E+001
20130518,76710,0.00000000000000000E+000,6.11000000000000010E+001
20130521,76710,0.00000000000000000E+000,7.60999999999999940E+001
20130522,76710,0.00000000000000000E+000,6.80999999999999940E+001
20130526,76710,0.00000000000000000E+000,5.76000000000000010E+001
20130527,76710,0.00000000000000000E+000,6.50999999999999940E+001
20130530,76710,0.00000000000000000E+000,8.27000000000000030E+001
20130531,76710,0.00000000000000000E+000,8.39000000000000060E+001
20130601,76710,0.00000000000000000E+000,8.15000000000000000E+001
20130605,76710,0.00000000000000000E+000,6.60999999999999940E+001
20130609,76710,0.00000000000000000E+000,7.24000000000000060E+001
20130612,76710,0.00000000000000000E+000,7.05999999999999940E+001
20130615,76710,0.00000000000000000E+000,7.22999999999999970E+001
20130616,76710,0.00000000000000000E+000,7.57999999999999970E+001
20130617,76710,0.00000000000000000E+000,7.82999999999999970E+001
20130620,76710,0.00000000000000000E+000,7.17999999999999970E+001
20130621,76710,0.00000000000000000E+000,7.35000000000000000E+001
20130622,76710,0.00000000000000000E+000,7.47000000000000030E+001
20130623,76710,0.00000000000000000E+000,7.85999999999999940E+001
20130624,76710,0.00000000000000000E+000,8.55000000000000000E+001
20130629,76710,0.00000000000000000E+000,7.84000000000000060E+001
20130630,76710,0.00000000000000000E+000,7.97000000000000030E+001
20130705,76710,0.00000000000000000E+000,8.45000000000000000E+001
20130706,76710,0.00000000000000000E+000,8.64000000000000060E+001
20130707,76710,0.00000000000000000E+000,8.77999999999999970E+001
20130708,76710,0.00000000000000000E+000,8.25000000000000000E+001
20130711,76710,0.00000000000000000E+000,8.02999999999999970E+001
20130715,76710,0.00000000000000000E+000,8.67000000000000030E+001
20130716,76710,0.00000000000000000E+000,8.57000000000000030E+001
20130717,76710,0.00000000000000000E+000,8.74000000000000060E+001
20130718,76710,0.00000000000000000E+000,9.07999999999999970E+001
20130719,76710,0.00000000000000000E+000,9.00999999999999940E+001
20130720,76710,0.00000000000000000E+000,8.79000000000000060E+001
20130724,76710,0.00000000000000000E+000,7.57000000000000030E+001
20130726,76710,0.00000000000000000E+000,7.45000000000000000E+001
20130727,76710,0.00000000000000000E+000,7.72000000000000030E+001
20130730,76710,0.00000000000000000E+000,7.50000000000000000E+001
20130731,76710,0.00000000000000000E+000,7.57999999999999970E+001
20000109,76710,0.00000000000000000E+000,4.25000000000000000E+001
20000110,76710,0.00000000000000000E+000,4.36000000000000010E+001
20000113,76710,0.00000000000000000E+000,4.58999999999999990E+001
20000118,76710,0.00000000000000000E+000,3.06000000000000010E+001
20000119,76710,0.00000000000000000E+000,4.08999999999999990E+001
20000120,76710,0.00000000000000000E+000,4.22999999999999970E+001
20000121,76710,0.00000000000000000E+000,2.93999999999999990E+001
20000122,76710,0.00000000000000000E+000,2.15000000000000000E+001
20000123,76710,0.00000000000000000E+000,1.56999999999999990E+001
20000124,76710,0.00000000000000000E+000,1.93999999999999990E+001
20000127,76710,0.00000000000000000E+000,2.75000000000000000E+001
20000201,76710,0.00000000000000000E+000,2.83000000000000010E+001
20000204,76710,0.00000000000000000E+000,2.71999999999999990E+001
20000206,76710,0.00000000000000000E+000,3.43999999999999990E+001
